pID,condition,block_no,trial_no,stimulus,response,correct,rt,age,gender
22,ab,1,1,hl,hh,FALSE,1233.174,19,male
22,ab,1,2,hh,hl,FALSE,878.6179999999999,19,male
22,ab,1,3,lh,ll,FALSE,955.1800000000001,19,male
22,ab,1,4,ll,lh,FALSE,1155.9899999999998,19,male
22,ab,1,5,lh,hh,FALSE,902.288,19,male
22,ab,1,6,ll,hl,FALSE,688.4559999999999,19,male
22,ab,1,7,lh,hl,FALSE,1029.077,19,male
22,ab,1,8,hl,ll,FALSE,516.489,19,male
22,ab,1,9,hl,hl,TRUE,501.683,19,male
22,ab,1,10,lh,hh,FALSE,554.797,19,male
22,ab,1,11,hh,lh,FALSE,626.566,19,male
22,ab,1,12,lh,hl,FALSE,562.154,19,male
22,ab,1,13,lh,hh,FALSE,618.3309999999999,19,male
22,ab,1,14,lh,hh,FALSE,841.8140000000001,19,male
22,ab,1,15,hh,ll,FALSE,600.047,19,male
22,ab,1,16,hl,hh,FALSE,518.48,19,male
22,ab,1,17,hl,ll,FALSE,457.0630000000001,19,male
22,ab,1,18,lh,ll,FALSE,846.905,19,male
22,ab,1,19,ll,hh,FALSE,620.538,19,male
22,ab,1,20,hh,hh,TRUE,765.049,19,male
22,ab,1,21,lh,hl,FALSE,405.67599999999993,19,male
22,ab,1,22,lh,hh,FALSE,1156.1219999999998,19,male
22,ab,1,23,,,FALSE,14799.9,19,male
22,ab,1,24,lh,hh,FALSE,1549.578,19,male
22,ab,1,25,ll,hh,FALSE,1071.694,19,male
22,ab,1,26,hl,hl,TRUE,764.2850000000001,19,male
22,ab,1,27,hl,hh,FALSE,668.2349999999999,19,male
22,ab,1,28,lh,ll,FALSE,768.549,19,male
22,ab,1,29,ll,lh,FALSE,744.752,19,male
22,ab,1,30,hl,lh,FALSE,708.431,19,male
22,ab,1,31,lh,ll,FALSE,2709.757,19,male
22,ab,1,32,hl,hh,FALSE,577.6030000000001,19,male
22,ab,1,33,lh,hl,FALSE,610.2139999999999,19,male
22,ab,1,34,hl,hh,FALSE,576.721,19,male
22,ab,1,35,hl,hh,FALSE,609.7539999999999,19,male
22,ab,1,36,hh,hh,TRUE,1318.9899999999998,19,male
22,ab,1,37,lh,hh,FALSE,275.328,19,male
22,ab,1,38,hl,hh,FALSE,943.4390000000001,19,male
22,ab,1,39,ll,ll,TRUE,354.2049999999999,19,male
22,ab,1,40,hl,hh,FALSE,882.287,19,male
22,ab,1,41,hl,hl,TRUE,1982.2730000000001,19,male
22,ab,1,42,hh,ll,FALSE,1935.4430000000002,19,male
22,ab,1,43,hl,ll,FALSE,1041.523,19,male
22,ab,1,44,ll,hl,FALSE,1247.6840000000002,19,male
22,ab,1,45,ll,hl,FALSE,1234.8139999999999,19,male
22,ab,1,46,lh,ll,FALSE,1083.0410000000002,19,male
22,ab,1,47,hl,lh,FALSE,639.0260000000001,19,male
22,ab,1,48,ll,ll,TRUE,787.6590000000001,19,male
22,ab,1,49,ll,lh,FALSE,773.123,19,male
22,ab,1,50,hl,ll,FALSE,900.319,19,male
22,ab,1,51,hh,lh,FALSE,1089.234,19,male
22,ab,1,52,hl,ll,FALSE,925.2370000000001,19,male
22,ab,1,53,lh,hh,FALSE,1006.7460000000001,19,male
22,ab,1,54,lh,ll,FALSE,679.252,19,male
22,ab,1,55,ll,hl,FALSE,851.6679999999999,19,male
22,ab,1,56,hl,ll,FALSE,775.549,19,male
22,ab,1,57,lh,ll,FALSE,1304.034,19,male
22,ab,1,58,hh,ll,FALSE,2252.434,19,male
22,ab,1,59,hl,hl,TRUE,3417.6099999999997,19,male
22,ab,1,60,ll,ll,TRUE,984.018,19,male
22,ab,1,61,lh,ll,FALSE,1401.399,19,male
22,ab,1,62,ll,hh,FALSE,8792.705,19,male
22,ab,1,63,ll,ll,TRUE,558.366,19,male
22,ab,1,64,hl,hh,FALSE,514.1220000000001,19,male
22,ab,1,65,ll,hl,FALSE,404.9190000000001,19,male
22,ab,1,66,hl,lh,FALSE,492.76099999999997,19,male
22,ab,1,67,lh,ll,FALSE,511.9380000000001,19,male
22,ab,1,68,ll,hh,FALSE,569.212,19,male
22,ab,1,69,lh,hh,FALSE,473.81500000000005,19,male
22,ab,1,70,hh,ll,FALSE,758.713,19,male
22,ab,1,71,lh,hh,FALSE,336.30899999999997,19,male
22,ab,1,72,lh,hh,FALSE,532.546,19,male
22,ab,1,73,lh,hh,FALSE,830.7370000000001,19,male
22,ab,1,74,hl,hh,FALSE,698.1780000000001,19,male
22,ab,1,75,hl,hh,FALSE,783.238,19,male
22,ab,1,76,hl,ll,FALSE,792.2059999999999,19,male
22,ab,1,77,ll,ll,TRUE,1239.5500000000002,19,male
22,ab,1,78,hh,hl,FALSE,1877.5140000000001,19,male
22,ab,1,79,lh,hl,FALSE,761.873,19,male
22,ab,1,80,lh,hl,FALSE,593.105,19,male
22,ab,1,81,hh,lh,FALSE,730.4929999999999,19,male
22,ab,1,82,ll,lh,FALSE,755.9010000000001,19,male
22,ab,1,83,hh,lh,FALSE,541.3,19,male
22,ab,1,84,ll,hl,FALSE,912.114,19,male
22,ab,1,85,lh,hl,FALSE,450.7370000000001,19,male
22,ab,1,86,hl,hl,TRUE,616.799,19,male
22,ab,1,87,ll,ll,TRUE,645.454,19,male
22,ab,1,88,ll,hh,FALSE,629.685,19,male
22,ab,1,89,hl,ll,FALSE,1380.478,19,male
22,ab,1,90,hl,hh,FALSE,682.019,19,male
22,ab,1,91,hl,ll,FALSE,616.288,19,male
22,ab,1,92,hh,hh,TRUE,646.155,19,male
22,ab,1,93,lh,ll,FALSE,668.662,19,male
22,ab,1,94,hh,hh,TRUE,968.848,19,male
22,ab,1,95,lh,ll,FALSE,850.6189999999999,19,male
22,ab,1,96,ll,ll,TRUE,925.613,19,male
22,ab,1,97,hh,ll,FALSE,393.519,19,male
22,ab,1,98,hl,hh,FALSE,575.912,19,male
22,ab,1,99,hl,hl,TRUE,627.1590000000001,19,male
22,ab,1,100,lh,hl,FALSE,977.1189999999999,19,male
22,ab,1,101,hh,ll,FALSE,913.595,19,male
22,ab,1,102,ll,ll,TRUE,1043.277,19,male
22,ab,1,103,ll,ll,TRUE,970.3810000000001,19,male
22,ab,1,104,hl,lh,FALSE,883.797,19,male
22,ab,1,105,lh,ll,FALSE,1008.0509999999999,19,male
22,ab,1,106,hl,hl,TRUE,1503.775,19,male
22,ab,1,107,lh,hl,FALSE,930.1659999999999,19,male
22,ab,1,108,lh,hl,FALSE,1244.721,19,male
22,ab,1,109,hh,hl,FALSE,1332.469,19,male
22,ab,1,110,hl,hh,FALSE,836.7919999999999,19,male
22,ab,1,111,hl,hh,FALSE,1003.239,19,male
22,ab,1,112,hl,hh,FALSE,1154.4279999999999,19,male
22,ab,1,113,hl,hh,FALSE,634.29,19,male
22,ab,1,114,ll,hl,FALSE,1009.0920000000001,19,male
22,ab,1,115,lh,lh,TRUE,1160.641,19,male
22,ab,1,116,lh,lh,TRUE,1009.6690000000001,19,male
22,ab,1,117,hl,lh,FALSE,1328.8939999999998,19,male
22,ab,1,118,hl,ll,FALSE,987.8420000000001,19,male
22,ab,1,119,ll,ll,TRUE,978.1890000000001,19,male
22,ab,1,120,hl,hh,FALSE,892.252,19,male
22,ab,2,1,hl,ll,FALSE,1120.013,19,male
22,ab,2,2,hl,ll,FALSE,939.4860000000001,19,male
22,ab,2,3,lh,ll,FALSE,805.6980000000001,19,male
22,ab,2,4,ll,hh,FALSE,789.1700000000001,19,male
22,ab,2,5,hl,ll,FALSE,3467.615,19,male
22,ab,2,6,hh,ll,FALSE,801.279,19,male
22,ab,2,7,hl,hl,TRUE,670.308,19,male
22,ab,2,8,hl,hl,TRUE,691.682,19,male
22,ab,2,9,lh,ll,FALSE,479.3030000000001,19,male
22,ab,2,10,lh,lh,TRUE,853.9770000000001,19,male
22,ab,2,11,hl,lh,FALSE,1099.949,19,male
22,ab,2,12,hh,lh,FALSE,828.856,19,male
22,ab,2,13,hh,hh,TRUE,1235.04,19,male
22,ab,2,14,hh,hh,TRUE,771.2139999999999,19,male
22,ab,2,15,lh,ll,FALSE,571.498,19,male
22,ab,2,16,ll,hh,FALSE,618.817,19,male
22,ab,2,17,lh,hl,FALSE,280.92100000000005,19,male
22,ab,2,18,ll,lh,FALSE,1076.5520000000001,19,male
22,ab,2,19,hl,hl,TRUE,4916.111,19,male
22,ab,2,20,ll,hh,FALSE,910.325,19,male
22,ab,2,21,ll,hl,FALSE,1089.7359999999999,19,male
22,ab,2,22,hl,hh,FALSE,1332.158,19,male
22,ab,2,23,ll,hh,FALSE,3719.5209999999997,19,male
22,ab,2,24,ll,hh,FALSE,7705.982,19,male
22,ab,2,25,ll,hl,FALSE,1878.098,19,male
22,ab,2,26,hh,hl,FALSE,5507.057,19,male
22,ab,2,27,ll,hh,FALSE,1470.516,19,male
22,ab,2,28,lh,hh,FALSE,12489.075,19,male
22,ab,2,29,ll,ll,TRUE,6375.384,19,male
22,ab,2,30,ll,hh,FALSE,964.529,19,male
22,ab,2,31,hl,ll,FALSE,607.5840000000001,19,male
22,ab,2,32,hh,hh,TRUE,575.233,19,male
22,ab,2,33,lh,ll,FALSE,343.80600000000004,19,male
22,ab,2,34,hh,hl,FALSE,457.6859999999999,19,male
22,ab,2,35,ll,hh,FALSE,455.2629999999999,19,male
22,ab,2,36,hh,ll,FALSE,484.299,19,male
22,ab,2,37,hl,hh,FALSE,511.97299999999996,19,male
22,ab,2,38,lh,ll,FALSE,868.2339999999999,19,male
22,ab,2,39,hl,hh,FALSE,577.114,19,male
22,ab,2,40,ll,lh,FALSE,449.3589999999999,19,male
