pID,condition,block_no,trial_no,stimulus,response,correct,rt,age,gender
49,ab,1,1,ll,lh,FALSE,6114.28,18,female
49,ab,1,2,hl,hh,FALSE,5205.988,18,female
49,ab,1,3,lh,hl,FALSE,5478.305,18,female
49,ab,1,4,ll,hh,FALSE,3474.885,18,female
49,ab,1,5,hl,lh,FALSE,4712.042,18,female
49,ab,1,6,hh,hl,FALSE,4843.863,18,female
49,ab,1,7,ll,ll,TRUE,3569.906,18,female
49,ab,1,8,hh,ll,FALSE,4452.415,18,female
49,ab,1,9,ll,hl,FALSE,8698.816,18,female
49,ab,1,10,lh,hh,FALSE,5917.362,18,female
49,ab,1,11,ll,hh,FALSE,5553.153,18,female
49,ab,1,12,ll,lh,FALSE,5051.558,18,female
49,ab,1,13,hh,ll,FALSE,1761.2730000000001,18,female
49,ab,1,14,ll,lh,FALSE,3652.1459999999997,18,female
49,ab,1,15,ll,ll,TRUE,7032.69,18,female
49,ab,1,16,hl,hl,TRUE,6879.924,18,female
49,ab,1,17,lh,hl,FALSE,2581.203,18,female
49,ab,1,18,ll,ll,TRUE,3972.5919999999996,18,female
49,ab,1,19,lh,hh,FALSE,4631.06,18,female
49,ab,1,20,lh,hh,FALSE,8597.04,18,female
49,ab,1,21,hh,hl,FALSE,7652.652,18,female
49,ab,1,22,hh,hl,FALSE,2771.572,18,female
49,ab,1,23,hh,hl,FALSE,6309.093,18,female
49,ab,1,24,hl,lh,FALSE,2968.821,18,female
49,ab,1,25,lh,hl,FALSE,7458.028,18,female
49,ab,1,26,hh,hh,TRUE,3127.638,18,female
49,ab,1,27,ll,hh,FALSE,3659.3770000000004,18,female
49,ab,1,28,lh,lh,TRUE,3232.876,18,female
49,ab,1,29,hh,hl,FALSE,7646.938,18,female
49,ab,1,30,hl,hh,FALSE,6038.513,18,female
49,ab,1,31,ll,lh,FALSE,7363.915000000001,18,female
49,ab,1,32,hl,ll,FALSE,2750.778,18,female
49,ab,1,33,lh,hl,FALSE,4215.496,18,female
49,ab,1,34,hh,hl,FALSE,6462.746,18,female
49,ab,1,35,ll,ll,TRUE,5644.531,18,female
49,ab,1,36,hl,hl,TRUE,7929.441000000001,18,female
49,ab,1,37,hh,hh,TRUE,2261.334,18,female
49,ab,1,38,ll,ll,TRUE,2673.16,18,female
49,ab,1,39,hl,hh,FALSE,3343.6639999999998,18,female
49,ab,1,40,hl,hh,FALSE,5347.412,18,female
49,ab,1,41,hl,lh,FALSE,3292.6409999999996,18,female
49,ab,1,42,ll,ll,TRUE,2544.736,18,female
49,ab,1,43,lh,ll,FALSE,7290.739,18,female
49,ab,1,44,hl,ll,FALSE,3240.3280000000004,18,female
49,ab,1,45,hh,lh,FALSE,2686.053,18,female
49,ab,1,46,lh,ll,FALSE,4794.824,18,female
49,ab,1,47,hh,hl,FALSE,5051.61,18,female
49,ab,1,48,lh,ll,FALSE,2449.904,18,female
49,ab,1,49,lh,lh,TRUE,2400.572,18,female
49,ab,1,50,hl,hh,FALSE,3927.871,18,female
49,ab,1,51,hl,hh,FALSE,1752.7289999999998,18,female
49,ab,1,52,lh,hh,FALSE,4316.064,18,female
49,ab,1,53,ll,ll,TRUE,13607.168,18,female
49,ab,1,54,hl,ll,FALSE,1646.9229999999998,18,female
49,ab,1,55,ll,ll,TRUE,4317.327,18,female
49,ab,1,56,hl,hl,TRUE,4673.901,18,female
49,ab,1,57,lh,hl,FALSE,3565.228,18,female
49,ab,1,58,hl,ll,FALSE,2710.545,18,female
49,ab,1,59,lh,hl,FALSE,3858.6499999999996,18,female
49,ab,1,60,hh,hh,TRUE,4913.32,18,female
49,ab,1,61,ll,ll,TRUE,5291.987,18,female
49,ab,1,62,hl,ll,FALSE,2329.341,18,female
49,ab,1,63,hl,ll,FALSE,13051.048,18,female
49,ab,1,64,lh,lh,TRUE,7088.961,18,female
49,ab,1,65,ll,ll,TRUE,4046.246,18,female
49,ab,1,66,hl,hh,FALSE,3452.316,18,female
49,ab,1,67,ll,lh,FALSE,5545.727,18,female
49,ab,1,68,hh,lh,FALSE,2210.565,18,female
49,ab,1,69,hh,hh,TRUE,2577.713,18,female
49,ab,1,70,lh,lh,TRUE,3668.17,18,female
49,ab,1,71,hh,lh,FALSE,1841.261,18,female
49,ab,1,72,hh,hh,TRUE,3480.892,18,female
49,ab,1,73,ll,ll,TRUE,2252.716,18,female
49,ab,1,74,hh,hl,FALSE,2994.329,18,female
49,ab,1,75,ll,ll,TRUE,2691.292,18,female
49,ab,1,76,hl,hl,TRUE,6776.786,18,female
49,ab,1,77,lh,hh,FALSE,7352.304,18,female
49,ab,1,78,hl,hl,TRUE,6475.802,18,female
49,ab,1,79,hh,hh,TRUE,1751.741,18,female
49,ab,1,80,ll,lh,FALSE,2010.906,18,female
49,ab,1,81,lh,lh,TRUE,1649.154,18,female
49,ab,1,82,ll,lh,FALSE,2246.774,18,female
49,ab,1,83,lh,ll,FALSE,2341.956,18,female
49,ab,1,84,hh,hl,FALSE,3008.368,18,female
49,ab,1,85,ll,lh,FALSE,2223.877,18,female
49,ab,1,86,ll,ll,TRUE,5271.156,18,female
49,ab,1,87,lh,lh,TRUE,2988.458,18,female
49,ab,1,88,lh,ll,FALSE,2470.125,18,female
49,ab,1,89,ll,hl,FALSE,6226.327,18,female
49,ab,1,90,ll,lh,FALSE,6666.164,18,female
49,ab,1,91,ll,hh,FALSE,1839.3159999999998,18,female
49,ab,1,92,hl,hh,FALSE,3150.0789999999997,18,female
49,ab,1,93,hl,ll,FALSE,8600.062,18,female
49,ab,1,94,hl,ll,FALSE,3569.4449999999997,18,female
49,ab,1,95,ll,ll,TRUE,5154.389,18,female
49,ab,1,96,lh,hh,FALSE,2467.202,18,female
49,ab,1,97,ll,ll,TRUE,2721.498,18,female
49,ab,1,98,hh,hh,TRUE,2499.859,18,female
49,ab,1,99,ll,ll,TRUE,6823.838,18,female
49,ab,1,100,ll,ll,TRUE,2703.127,18,female
49,ab,1,101,hh,lh,FALSE,2859.604,18,female
49,ab,1,102,hh,hh,TRUE,2009.3980000000001,18,female
49,ab,1,103,hl,ll,FALSE,1801.266,18,female
49,ab,1,104,lh,lh,TRUE,5681.418,18,female
49,ab,1,105,hh,lh,FALSE,942.2760000000001,18,female
49,ab,1,106,ll,ll,TRUE,3552.325,18,female
49,ab,1,107,ll,hl,FALSE,3986.4080000000004,18,female
49,ab,1,108,lh,hh,FALSE,3220.1180000000004,18,female
49,ab,1,109,lh,lh,TRUE,4795.806,18,female
49,ab,1,110,lh,ll,FALSE,2522.329,18,female
49,ab,1,111,lh,hl,FALSE,3190.6679999999997,18,female
49,ab,1,112,ll,hh,FALSE,7838.879000000001,18,female
49,ab,1,113,hh,hh,TRUE,2797.163,18,female
49,ab,1,114,hl,lh,FALSE,8420.904,18,female
49,ab,1,115,lh,hh,FALSE,3973.068,18,female
49,ab,1,116,hl,lh,FALSE,5885.897,18,female
49,ab,1,117,hl,hh,FALSE,4666.787,18,female
49,ab,1,118,lh,hl,FALSE,4081.906,18,female
49,ab,1,119,hl,lh,FALSE,4412.414,18,female
49,ab,1,120,hh,lh,FALSE,4540.001,18,female
49,ab,2,1,hl,lh,FALSE,14759.671,18,female
49,ab,2,2,hl,lh,FALSE,2657.862,18,female
49,ab,2,3,hl,hh,FALSE,3856.9080000000004,18,female
49,ab,2,4,lh,hh,FALSE,10077.833,18,female
49,ab,2,5,ll,ll,TRUE,2850.935,18,female
49,ab,2,6,lh,lh,TRUE,2369.904,18,female
49,ab,2,7,ll,hl,FALSE,4810.481,18,female
49,ab,2,8,hl,hh,FALSE,3522.183,18,female
49,ab,2,9,ll,lh,FALSE,7142.978,18,female
49,ab,2,10,hl,lh,FALSE,6592.97,18,female
49,ab,2,11,hh,hh,TRUE,4681.772,18,female
49,ab,2,12,hh,hl,FALSE,4061.102,18,female
49,ab,2,13,hl,hl,TRUE,2427.124,18,female
49,ab,2,14,ll,ll,TRUE,6124.023,18,female
49,ab,2,15,ll,ll,TRUE,2277.741,18,female
49,ab,2,16,hl,hl,TRUE,5954.861,18,female
49,ab,2,17,lh,ll,FALSE,2956.977,18,female
49,ab,2,18,ll,ll,TRUE,3744.008,18,female
49,ab,2,19,hh,hl,FALSE,5250.974,18,female
49,ab,2,20,hh,hh,TRUE,6551.535,18,female
49,ab,2,21,hh,hl,FALSE,3210.8190000000004,18,female
49,ab,2,22,ll,ll,TRUE,1522.029,18,female
49,ab,2,23,lh,lh,TRUE,9445.882,18,female
49,ab,2,24,ll,hh,FALSE,2124.18,18,female
49,ab,2,25,lh,ll,FALSE,934.8789999999999,18,female
49,ab,2,26,lh,hh,FALSE,2152.319,18,female
49,ab,2,27,ll,ll,TRUE,2475.134,18,female
49,ab,2,28,ll,ll,TRUE,1616.254,18,female
49,ab,2,29,ll,ll,TRUE,2486.685,18,female
49,ab,2,30,hh,ll,FALSE,4756.787,18,female
49,ab,2,31,ll,ll,TRUE,4373.215,18,female
49,ab,2,32,lh,hl,FALSE,5367.364,18,female
49,ab,2,33,hh,hl,FALSE,3711.991,18,female
49,ab,2,34,hl,hl,TRUE,2706.594,18,female
49,ab,2,35,hh,lh,FALSE,4272.995,18,female
49,ab,2,36,hl,lh,FALSE,1677.283,18,female
49,ab,2,37,hl,hh,FALSE,2019.77,18,female
49,ab,2,38,ll,hl,FALSE,5913.68,18,female
49,ab,2,39,lh,lh,TRUE,11437.809,18,female
49,ab,2,40,lh,hh,FALSE,2683.44,18,female
49,ab,2,41,hh,lh,FALSE,2512.052,18,female
49,ab,2,42,ll,ll,TRUE,1324.007,18,female
49,ab,2,43,ll,ll,TRUE,13575.614,18,female
49,ab,2,44,hl,hh,FALSE,2744.688,18,female
49,ab,2,45,lh,ll,FALSE,2396.049,18,female
49,ab,2,46,hl,lh,FALSE,2578.522,18,female
49,ab,2,47,hh,ll,FALSE,3091.838,18,female
49,ab,2,48,hl,hl,TRUE,2281.155,18,female
49,ab,2,49,hh,hh,TRUE,1373.4940000000001,18,female
49,ab,2,50,lh,ll,FALSE,1103.078,18,female
49,ab,2,51,lh,lh,TRUE,5306.524,18,female
49,ab,2,52,hh,lh,FALSE,1798.862,18,female
49,ab,2,53,ll,hl,FALSE,5247.141,18,female
49,ab,2,54,lh,ll,FALSE,4772.498,18,female
